Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
1/14/2012,Shasta County AQMD,Shasta,Sacramento Valley,60,60,40.9,-121.88,UNK,Individual,SMP not found,UNK,UNK,UNK
1/14/2012,Shasta County AQMD,Shasta,Sacramento Valley,60,60,40.9,-121.88,UNK,Individual,SMP not found,UNK,UNK,UNK
1/14/2012,Shasta County AQMD,Shasta,Sacramento Valley,60,60,40.989,-122.506,UNK,Individual,SMP not found,UNK,UNK,UNK
1/14/2012,Shasta County AQMD,Shasta,Sacramento Valley,61,61,40.695,-121.9,UNK,Individual,SMP not found,UNK,UNK,UNK
1/17/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,121,37.78,-118.983,"T5N R18E S30,31",US Forest Service,9A,Broadcast,Natural,UNK
1/18/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,21,39.571,-121.272,UNK,US Forest Service,Ponderos Service Contract Unit 77a,Hand Pile,Brush,UNK
1/18/2012,Placer County APCD,Placer,Mountain Counties,100,100,39.101,-120.574,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
1/19/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.5,39.91,-121.609,UNK,Sierra Pacific Industries,Forks,Broadcast,Natural,UNK
1/19/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,40,39.571,-121.272,UNK,US Forest Service,Ponderos Service Contract Unit 77a,Hand Pile,Brush,UNK
1/19/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,57,39.885,-121.61,UNK,Sierra Pacific Industries,Butte,Machine Pile,Slash,UNK
1/20/2012,Placer County APCD,Placer,Mountain Counties,44,20,39.179,-120.658,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
1/23/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,4,36.587,-118.246,UNK,US Forest Service,South Inyo Piles,UNK,UNK,UNK
1/23/2012,Placer County APCD,Placer,Mountain Counties,12,12,39.179,-120.658,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
1/24/2012,Placer County APCD,Placer,Lake Tahoe,5,2,39.144,-120.163,UNK,California State Parks,Talmont II/Tahoe Park Heights,Hand Pile,Slash,UNK
1/24/2012,Placer County APCD,Placer,Mountain Counties,10,2,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
1/25/2012,Placer County APCD,Placer,Lake Tahoe,5,2,39.144,-120.163,UNK,California State Parks,Talmont II/Tahoe Park Heights,Hand Pile,Slash,UNK
1/26/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,5,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
1/26/2012,Placer County APCD,Placer,Lake Tahoe,5,2,39.144,-120.163,UNK,California State Parks,Talmont II/Tahoe Park Heights,Hand Pile,Slash,UNK
1/27/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,UNK,6,38.727,-119.788,UNK,Bureau of Land Management,SMP not found,UNK,UNK,UNK
1/27/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,20,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
1/30/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,19,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
1/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,27,38.275,-119.106,UNK,US Forest Service,AC South Unit,Hand Pile,Slash,UNK
1/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,71,38.267,-119.116,UNK,US Forest Service,Fulstone Meadow Unit,Hand Pile,Slash,UNK
1/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,189,38.278,-119.111,UNK,US Forest Service,Geiger Draws Unit,Hand Pile,Slash,UNK
1/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,195,38.182,-119.223,UNK,US Forest Service,Lower Summers West Unit,Hand Pile,Slash,UNK
1/30/2012,Placer County APCD,Placer,Lake Tahoe,3,1,39.144,-120.163,UNK,California State Parks,Talmont II/Tahoe Park Heights,Hand Pile,Slash,UNK
1/30/2012,Placer County APCD,Placer,Mountain Counties,10,1,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
1/31/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,2,38.437,-119.486,UNK,US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
1/31/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,10,37.707,-118.914,UNK,US Forest Service,27F,Hand Pile,Slash,UNK
1/31/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,402,38.169,-119.208,UNK,US Forest Service,Lower Summers East Unit,Hand Pile,Slash,UNK
1/31/2012,Placer County APCD,Placer,Lake Tahoe,2,2,39.144,-120.163,UNK,California State Parks,Talmont II/Tahoe Park Heights,Hand Pile,Slash,UNK
2/1/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,5,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
2/1/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,8.3,38.437,-119.486,UNK,US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
2/1/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,26,37.716,-118.945,UNK,US Forest Service,Lookout Unit 11D,Hand Pile,Slash,UNK
2/1/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,35,37.707,-118.903,UNK,US Forest Service,23A,Hand Pile,Slash,UNK
2/1/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,60,37.786,-119.028,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Hartley Piles,Hand Pile,Slash,UNK
2/1/2012,Placer County APCD,Placer,Mountain Counties,10,4,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
2/2/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/2/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,15,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
2/2/2012,Placer County APCD,Placer,Mountain Counties,4,2,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
2/3/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/3/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,2,3,39.017,-120.125,UNK,California State Parks,Sugar Pine State Park,Hand Pile,Slash,UNK
2/4/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,67,37.786,-119.028,UNK,US Forest Service,Hartley Piles,Hand Pile,Slash,UNK
2/4/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,104,37.707,-118.903,UNK,US Forest Service,23A,Hand Pile,Slash,UNK
2/6/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,"Township 1 South Range 28 East Sections 15,16,21",Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/6/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,2,1,39.009,-120.121,UNK,California State Parks,Crest Dr.,Hand Pile,Brush,UNK
2/6/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,2,2,39.009,-120.121,UNK,California State Parks,Crest Dr.,Hand Pile,Brush,UNK
2/6/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,14,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,UNK,UNK,UNK
2/6/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,20,38.437,-119.486,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
2/6/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,80,37.852,-118.887,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Spitfire Piles,UNK,UNK,UNK
2/7/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,"Township 1 South Range 28 East Sections 15,16,21",Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/7/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,10,39.571,-121.272,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Ponderos Service Contract Unit 77a,Hand Pile,Brush,UNK
2/7/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,2,2,39.009,-120.121,"Township 1 South Range 28 East Sections 15,16,21",California State Parks,Crest Dr.,Hand Pile,Brush,UNK
2/7/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,10,38.437,-119.486,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
2/7/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,22,36.623,-118.067,UNK,Cal Fire,395,Broadcast,Natural,UNK
2/7/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,60,38.266,-119.136,UNK,US Forest Service,Fulstone RX - Bodie Hills Pile RX Plan,UNK,UNK,UNK
2/8/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,15,39.571,-121.272,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Ponderos Service Contract Unit 77a,Hand Pile,Brush,UNK
2/8/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,1,1,39.009,-120.121,"Township 1 South Range 28 East Sections 15,16,21",California State Parks,Crest Dr.,Hand Pile,Brush,UNK
2/8/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,28,38.437,-119.486,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
2/9/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,"Township 1 South Range 28 East Sections 15,16,21",Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/10/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/13/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/14/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,UNK,31,38.727,-119.788,UNK,Bureau of Land Management,SMP not found,UNK,UNK,UNK
2/15/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/15/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,5,39.537,-121.285,"Township 1 South Range 28 East Sections 15,16,21",US Forest Service,Ponderosa Service Contract Unit 72,Hand Pile,Brush,UNK
2/15/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,12,38.437,-119.486,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
2/15/2012,Placer County APCD,Placer,Mountain Counties,10,2,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
2/16/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,T 15 S. R 34 E. SEC. 35 AND 36,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/16/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,5,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
2/16/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,101,38.608,-119.592,UNK,US Forest Service,SV Unit 5,Hand Pile,Slash,UNK
2/16/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,125,38.608,-119.592,UNK,US Forest Service,SV Unit 6,Hand Pile,Slash,UNK
2/16/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,213,38.608,-119.592,UNK,US Forest Service,SV Unit 7,Hand Pile,Slash,UNK
2/16/2012,Placer County APCD,Placer,Mountain Counties,5,5,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
2/17/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,T 15 S. R 34 E. SEC. 35 AND 36,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/21/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/21/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,34,36.596,-118.046,UNK,Cal Fire,Airport Burn,Broadcast,Natural,UNK
2/22/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/23/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
2/23/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,4,4,39.062,-120.138,UNK,California State Parks,General Creek,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,8,8,37.783,-118.978,UNK,US Forest Service,FY12 Aquaduct Crestview piles unit 19B,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,29,29,37.783,-118.983,UNK,US Forest Service,FY12 Aquaduct Crestview piles unit 2A,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,29,29,37.783,-118.983,UNK,US Forest Service,FY12 Aquaduct Crestview piles unit 2A,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,29,29,37.791,-118.971,UNK,US Forest Service,1A,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,38,38,37.797,-118.971,UNK,US Forest Service,FY12 Aquaduct Crestview piles unit 17A,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,38,38,37.794,-118.974,UNK,US Forest Service,FY12 Aquaduct Crestview Piles unit 17C,Hand Pile,Slash,UNK
2/27/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,58,58,37.79,-118.974,UNK,US Forest Service,FY12 Aquaduct Crestview Piles unit 18D,Hand Pile,Slash,UNK
2/28/2012,Placer County APCD,Placer,Mountain Counties,10,10,39.043,-120.562,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/1/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/1/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,14,14,38.727,-119.788,UNK,Bureau of Land Management,SMP not found,UNK,UNK,UNK
3/2/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/5/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,20,8,38.437,-119.486,UNK,US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
3/6/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,20,5,38.437,-119.486,UNK,US Forest Service,Mill Canyon Pile Burn,Hand Pile,Slash,UNK
3/7/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/7/2012,Placer County APCD,Placer,Lake Tahoe,4,4,39.111,-120.161,UNK,California State Parks,Eagle Rock,Hand Pile,Slash,UNK
3/8/2012,El Dorado County AQMD,El Dorado,Mountain Counties,3,3,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
3/8/2012,Placer County APCD,Placer,Lake Tahoe,4,2,39.111,-120.161,UNK,California State Parks,Eagle Rock,Hand Pile,Slash,UNK
3/9/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/12/2012,El Dorado County AQMD,El Dorado,Mountain Counties,15,18,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
3/12/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,132,5,36.599,-118.214,UNK,US Forest Service,Hogback,Broadcast,Natural,UNK
3/14/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,1,39.788,-121.504,UNK,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/19/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,"T22 R4 S2,3",Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/19/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,12,6,38.041,-119.149,"T22 R4 S2,3",US Forest Service,Mono City Fuelbreak Piles,UNK,UNK,UNK
3/20/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,T16N R16E S31,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/20/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,6,38.041,-119.149,T16N R16E S31,US Forest Service,Mono City Fuelbreak Piles,UNK,UNK,UNK
3/21/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,0.25,39.788,-121.504,T16N R16E S31,Yankee Hill Fire Safe Council,Cirby Creek-Concow Rd Section,Hand Pile,Brush,UNK
3/28/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
3/29/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,11,36.599,-118.214,UNK,US Forest Service,Hogback,Broadcast,Natural,UNK
4/3/2012,Butte County AQMD,Butte,Sacramento Valley,UNK,10,39.537,-121.285,UNK,US Forest Service,Ponderosa Service Contract Unit 72,Hand Pile,Brush,UNK
4/10/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/17/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,25,25,38.722,-119.809,UNK,Bureau of Land Management,SMP not found,UNK,UNK,UNK
4/20/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/20/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,UNK,15,38.697,-119.829,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
4/23/2012,El Dorado County AQMD,El Dorado,Mountain Counties,10,8,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/23/2012,Feather River AQMD,Yuba,Sacramento Valley,UNK,55,39.502,-121.229,UNK,US Forest Service,Slapjack Unit 30,Broadcast,Natural,UNK
4/24/2012,El Dorado County AQMD,El Dorado,Mountain Counties,6,5,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/25/2012,El Dorado County AQMD,El Dorado,Mountain Counties,5,2,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/30/2012,El Dorado County AQMD,El Dorado,Mountain Counties,4,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
4/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,3,37.737,-118.96,UNK,US Forest Service,11A,Broadcast,Natural,UNK
4/30/2012,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,98,37.737,-118.96,UNK,US Forest Service,29C,Broadcast,Natural,UNK
5/1/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,18,18,38.697,-119.829,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
5/2/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/3/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/4/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,0.5,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/7/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,0.5,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/7/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/14/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/15/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/16/2012,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/17/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
5/18/2012,El Dorado County AQMD,El Dorado,Mountain Counties,2,1,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
10/7/2012,Great Basin Unified APCD,Inyo,Great Basin Valleys,1,1,36.869,-118.159,T22 R2E S35,County of Inyo,Lower Owens River Project,UNK,UNK,UNK
10/11/2012,Sacramento Metro AQMD/Sac County Ag,Sacramento,Sacramento Valley,UNK,37,38.339,-121.493,UNK,US Fish and Wildlife Services,Marsh 8,Broadcast,Natural,UNK
10/23/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,2,2,38.853,-120.035,UNK,Lake Valley Fire Protection District,West San Berdo,Hand Pile,Slash,UNK
10/24/2012,Placer County APCD,Placer,Mountain Counties,1,0.25,39.065,-120.973,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
10/24/2012,Placer County APCD,Placer,Lake Tahoe,3,5,39.194,-120.242,UNK,California State Parks,Burton Creek State Park Burn Piles,Hand Pile,Natural,UNK
10/25/2012,Placer County APCD,Placer,Lake Tahoe,3,3,39.194,-120.242,UNK,California State Parks,Burton Creek State Park Burn Piles,Hand Pile,Natural,UNK
10/26/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,0.5,0.25,39.032,-120.121,UNK,US Forest Service,Rubicon ULM,Hand Pile,Natural,UNK
10/26/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,UNK,0.25,38.934,-120.076,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
10/26/2012,Placer County APCD,Placer,Lake Tahoe,2,2,39.189,-120.096,UNK,Cal Fire,Spring 2012,Hand Pile,Slash,UNK
10/28/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,10,8,38.456,-119.564,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
10/29/2012,El Dorado County AQMD,El Dorado,Mountain Counties,3,1.5,38.606,-120.513,UNK,Leoni Meadows Camp,Leoni Meadows,UNK,UNK,UNK
10/29/2012,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.712,-120.594,UNK,California State Parks,Sly Park Hotshot Base & Sierra Springs Guard Station,Hand Pile,Natural,50
10/29/2012,El Dorado County AQMD,El Dorado,Mountain Counties,25,25,38.596,-120.249,UNK,US Forest Service,Lost Horse Understory,UNK,UNK,UNK
10/29/2012,El Dorado County AQMD,El Dorado,Mountain Counties,25,25,38.579,-120.267,UNK,US Forest Service,Lost Horse Understory,UNK,UNK,UNK
10/29/2012,El Dorado County AQMD,El Dorado,Mountain Counties,138,125,38.669,-120.237,UNK,California State Parks,Alder,Machine Pile,Slash,UNK
10/29/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,5,1,38.462,-120.053,UNK,US Forest Service,Bloods Ridge,Hand Pile,Natural,UNK
10/29/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,5,2,38.456,-119.564,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
10/29/2012,Great Basin Unified APCD,Alpine,Great Basin Valleys,5,2,38.48,-120.007,UNK,US Forest Service,Lake Alpine RAC,Hand Pile,Natural,UNK
10/29/2012,Placer County APCD,Placer,Lake Tahoe,2,1,39.134,-120.161,UNK,US Forest Service,Timberland,Hand Pile,Slash,UNK
10/29/2012,Placer County APCD,Placer,Lake Tahoe,3,2,39.124,-120.164,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
10/30/2012,El Dorado County AQMD,El Dorado,Lake Tahoe,0.5,0.5,38.843,-120.029,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
